Customer_ID,Recency_Days,Frequency_LT,Monetary_Val_USD,Tenure_Days,CSAT,Will_Churn_90D
26879,46,9,1412.02,2403,1,0
26880,57,11,2047.96,1814,3,0
26881,57,14,797.14,764,4,0
26882,78,10,1001.36,988,1,1
26883,66,13,971.22,192,4,1
26884,5,12,1418.16,2714,5,0
26885,37,15,1977.26,2026,4,0
26886,66,5,907.42,2814,5,1
26887,22,11,1967.92,1248,4,0
26888,23,12,732.27,3338,1,0
26889,8,16,1721.34,3423,1,0
26890,33,10,1781.12,1082,1,1
26891,260,10,1251.53,2203,4,0
26892,21,9,431.24,1191,4,0
26893,46,13,2420.04,3110,4,0
26894,82,11,1425.1,1402,5,1
26895,1,13,1243.21,3446,4,1
26896,139,10,1457.36,105,3,1
26897,30,10,1153.2,2956,2,0
26898,123,6,582.49,3356,5,1
26899,3,11,925.98,2809,3,0
26900,10,16,1966.79,1705,5,0
26901,24,12,988.11,1826,5,0
26902,26,8,998.84,3183,3,0
26903,113,6,327.38,926,2,1
26904,1,8,494.96,2718,4,0
26905,62,12,1960.76,64,1,0
26906,9,7,530.9,1734,4,1
26907,104,12,1802.76,3,2,0
26908,91,14,1433.11,3539,1,1
26909,42,10,1795.01,2195,1,0
26910,15,9,1387.16,3236,5,0
26911,61,10,855.68,944,5,0
26912,11,14,1895.91,2439,2,0
26913,13,12,1357.52,2524,2,0
26914,60,9,1110.16,2625,1,0
26915,285,8,947.29,337,2,1
26916,134,6,1125.02,2840,1,1
26917,54,11,1060.93,1271,5,1
26918,47,11,1489.83,3317,2,0
26919,386,15,1500.25,614,3,0
26920,48,6,732.21,2233,4,1
26921,33,9,1394.31,3463,5,0
26922,145,10,978.3,3550,2,0
26923,17,13,1843.75,3322,1,0
26924,7,15,1920.15,325,5,0
26925,61,9,1102.34,3520,4,0
26926,7,8,1066.47,2215,5,0
26927,29,15,2696.37,1681,5,0
26928,34,10,554.49,1169,4,1
26929,48,10,1818.99,190,2,0
26930,288,17,3007.71,2661,3,0
26931,15,9,876.12,2099,3,0
26932,29,11,1012.7,1502,5,0
26933,9,19,2997.72,2391,5,0
26934,57,12,2511.65,2865,5,0
26935,79,10,1186.0,317,4,0
26936,40,7,636.68,1090,2,1
26937,17,18,2605.32,2017,4,1
26938,59,11,342.5,1211,2,0
26939,47,13,1450.7,1443,2,1
26940,12,6,1067.26,1006,1,0
26941,32,7,382.73,1130,2,0
26942,35,11,1935.89,2816,2,1
26943,244,7,656.35,2063,2,1
26944,114,9,1165.21,275,5,1
26945,80,14,1847.84,1868,2,1
26946,132,12,1016.37,420,3,0
26947,80,8,1442.9,544,1,1
26948,141,17,2877.67,2373,4,0
26949,4,11,1377.94,465,5,0
26950,37,17,1730.95,1674,2,1
26951,83,15,1449.82,3415,2,0
26952,53,6,1210.85,1884,3,0
26953,12,9,1444.51,2562,1,1
26954,25,10,1195.32,703,4,0
26955,23,9,380.22,707,3,1
26956,19,12,1584.26,1654,4,0
26957,26,15,1140.76,2437,1,1
26958,44,10,819.95,2318,3,0
26959,116,6,725.11,1903,1,1
26960,82,14,1583.72,3324,3,1
26961,109,16,2418.78,2956,5,0
26962,130,6,342.27,415,2,1
26963,33,13,2725.6,3053,1,1
26964,26,9,1306.38,3566,1,0
26965,4,9,1433.6,2524,3,0
26966,160,6,1190.72,1169,5,0
26967,5,15,2101.85,106,4,0
26968,82,10,1099.24,2707,3,0
26969,29,8,670.29,875,1,1
26970,179,15,1790.93,338,3,0
26971,33,9,1315.06,1598,5,0
26972,102,8,1098.84,3600,4,1
26973,20,9,970.16,251,1,0
26974,22,13,1482.46,3210,3,0
26975,55,16,2766.6,3351,2,0
26976,373,9,865.53,3621,5,1
26977,44,10,1699.75,475,2,0
26978,166,14,2215.15,462,5,0
26979,93,10,892.69,1571,1,1
26980,96,7,1262.84,113,2,1
26981,35,14,2415.75,979,4,0
26982,30,14,1696.06,2479,3,0
26983,13,11,2211.11,1353,2,0
26984,200,16,1019.16,621,1,0
26985,193,17,2238.03,2187,2,0
26986,83,11,972.8,26,4,1
26987,22,18,1232.47,2422,1,0
26988,17,9,1245.49,1557,3,0
26989,269,12,786.55,1238,4,1
26990,5,10,1011.8,2171,5,0
26991,112,12,1323.56,1645,2,0
26992,27,12,1792.45,3417,2,0
26993,33,9,530.82,1413,3,1
26994,108,9,582.58,363,4,1
26995,6,17,2974.29,209,2,0
26996,27,9,1476.19,1121,1,0
26997,183,8,472.95,3492,1,1
26998,73,10,1217.39,3237,1,1
26999,85,13,2577.29,1559,5,0
27000,86,10,1480.11,583,3,0
27001,4,16,2291.2,2409,4,1
27002,14,4,450.3,342,4,1
27003,41,4,562.08,3065,4,0
27004,28,7,932.95,147,5,0
27005,32,12,1264.18,179,3,0
27006,92,8,1133.52,1317,3,1
27007,1,9,1018.63,1670,1,0
27008,65,10,1330.6,3503,5,0
27009,1,14,2091.94,3209,5,1
27010,4,11,1787.34,1031,5,0
27011,32,14,2239.73,1120,3,0
27012,111,12,1223.38,616,2,1
27013,10,13,1369.03,1091,5,0
27014,49,16,568.56,1702,1,0
27015,69,13,1550.17,3230,3,0
27016,16,11,2109.0,1891,2,1
27017,44,10,1538.05,1586,3,0
27018,146,9,473.91,1962,4,0
27019,44,17,2250.9,2840,5,1
27020,11,8,1352.09,2165,5,1
27021,60,8,1290.96,949,4,0
27022,54,8,1239.48,2323,3,1
27023,2,11,1685.56,3219,4,1
27024,6,7,562.71,137,4,0
27025,11,15,1961.36,267,1,0
27026,9,9,1770.08,1518,3,0
27027,19,10,976.54,1019,2,1
27028,37,11,1683.75,2037,1,0
27029,28,11,1500.72,2508,3,0
27030,133,9,386.07,258,4,0
27031,57,17,1820.76,3321,2,0
27032,126,7,917.46,2421,2,0
27033,45,7,856.85,3200,2,1
27034,6,15,2700.7,3556,5,0
27035,38,13,1273.76,3522,2,1
27036,104,17,2702.93,938,2,1
27037,13,12,1719.76,2191,5,1
27038,6,10,1164.4,1621,4,0
27039,24,11,1353.47,2715,5,0
27040,30,15,2328.77,3165,2,0
27041,22,6,629.08,1998,3,0
27042,9,12,1123.4,609,2,0
27043,18,9,1155.21,2000,4,0
27044,69,9,860.82,857,3,1
27045,30,8,901.94,79,5,1
27046,61,13,2000.78,1282,4,0
27047,47,15,1870.34,510,4,0
27048,48,12,1422.3,1088,5,0
27049,18,9,1235.57,2893,1,1
27050,45,12,1632.0,1505,1,0
27051,2,14,2398.92,2387,2,0
27052,34,6,562.86,537,4,0
27053,52,11,1352.38,198,1,0
27054,13,12,1610.57,2211,3,0
27055,18,9,838.93,1806,2,1
27056,15,14,2248.08,1346,1,0
27057,5,13,2188.37,1295,4,0
27058,26,12,116.91,578,2,0
27059,232,16,2428.74,480,2,1
27060,27,9,1058.03,505,1,0
27061,38,11,1074.59,2020,2,0
27062,64,9,1855.8,2658,3,0
27063,63,14,765.08,2212,2,0
27064,180,17,1468.92,3034,5,1
27065,117,8,869.69,2675,4,0
27066,95,8,1187.14,1049,4,0
27067,182,9,1226.08,3135,3,0
27068,16,13,1431.05,2097,2,0
27069,58,8,1242.1,511,1,1
27070,131,14,2443.62,454,3,0
27071,59,16,1359.77,934,1,1
27072,228,11,1027.29,136,3,0
27073,7,11,1988.75,2033,1,0
27074,35,5,454.09,3204,2,1
27075,228,8,1096.16,2422,2,1
27076,29,9,567.73,456,2,1
27077,81,12,2093.71,2540,2,0
27078,2,24,3477.82,3432,5,0
27079,72,9,815.97,1165,4,0
27080,164,7,905.9,41,4,0
27081,29,15,1072.99,3588,2,0
27082,2,15,1379.52,495,4,0
27083,2,12,598.36,3143,3,0
27084,134,9,787.31,2472,5,0
27085,77,10,1476.69,116,1,0
27086,7,8,1127.28,2992,4,1
27087,4,12,1627.57,1937,5,0
27088,99,17,1824.6,2724,1,0
27089,100,15,2139.67,1737,1,0
27090,8,12,655.34,3046,5,0
27091,22,10,841.75,685,3,1
27092,91,13,1228.86,3502,3,0
27093,45,6,476.72,1744,2,0
27094,189,12,1685.54,1349,2,1
27095,40,15,1135.07,677,4,0
27096,68,15,427.84,3398,3,1
27097,43,13,1874.1,2254,2,0
27098,172,7,899.48,2615,1,1
27099,31,8,810.09,3011,2,1
27100,16,15,2139.7,2190,5,0
27101,24,17,2005.15,1611,2,0
27102,115,11,1766.45,777,4,1
27103,42,20,2337.08,1842,3,0
27104,27,9,878.45,1414,3,0
27105,48,12,1808.7,484,2,0
27106,9,15,1373.64,1889,2,0
27107,1,7,640.38,3252,4,0
27108,20,9,564.48,951,3,1
27109,56,11,911.22,947,3,0
27110,75,13,813.64,3327,5,0
27111,106,19,2831.44,279,1,0
27112,157,13,1393.37,2900,4,0
27113,32,17,2085.15,238,4,0
27114,81,13,1894.98,1457,1,1
27115,5,4,484.52,1303,2,0
27116,4,15,1805.29,2682,1,0
27117,8,14,1733.1,700,4,0
27118,36,13,1628.11,3090,1,1
27119,15,14,589.84,771,4,0
27120,21,9,563.93,386,4,0
27121,63,7,751.56,186,4,0
27122,27,11,1611.81,185,3,0
27123,49,14,1952.55,2154,1,0
27124,32,11,1410.99,2833,1,1
27125,12,10,1770.41,870,4,1
27126,5,12,2518.23,1308,4,0
27127,17,12,1306.46,1487,3,0
27128,4,9,1931.26,61,5,0
27129,58,10,1198.68,2292,3,0
27130,96,10,2067.95,3481,5,1
27131,25,9,843.48,1845,5,0
27132,30,10,779.81,2373,1,0
27133,102,16,1132.42,474,3,0
27134,16,7,915.79,3247,4,0
27135,8,6,652.38,260,5,1
27136,42,9,1133.97,3008,3,0
27137,63,13,1392.39,2985,5,1
27138,55,13,1087.45,1765,2,0
27139,76,9,1051.59,1358,5,0
27140,4,14,1257.94,809,1,0
27141,34,10,2100.93,1524,3,0
27142,17,17,2588.08,1698,3,0
27143,86,12,1898.42,1359,1,0
27144,124,13,1486.23,1519,4,0
27145,20,7,558.27,3279,1,0
27146,7,9,1558.04,707,5,0
27147,18,14,1328.53,1166,2,0
27148,7,10,1238.44,2018,3,0
27149,24,14,2206.82,2897,2,0
27150,47,10,1260.38,3423,5,0
27151,219,10,681.38,1087,3,0
27152,31,9,474.88,2087,3,0
27153,15,11,1257.88,1668,1,0
27154,11,13,1570.01,947,4,1
27155,12,17,2314.5,2101,5,0
27156,13,12,1971.79,1911,3,0
27157,87,15,696.01,2927,2,0
27158,4,9,1324.2,1008,3,0
27159,358,4,424.94,1300,2,1
27160,45,12,1735.94,1220,3,0
27161,48,12,1331.13,2000,1,0
27162,27,8,749.28,1258,4,1
27163,71,9,1144.04,1289,1,0
27164,39,15,1091.55,3144,1,0
27165,24,11,2067.77,3403,5,1
27166,19,10,1077.08,3234,2,0
27167,156,12,1210.45,421,4,1
27168,21,16,2946.16,3070,5,0
27169,35,8,997.99,612,1,0
27170,26,8,650.6,2200,3,0
27171,6,12,1990.56,3464,4,1
27172,13,12,1429.16,196,2,0
27173,13,7,789.48,347,2,1
27174,71,21,1715.67,557,4,0
27175,32,11,1433.11,2395,2,0
27176,92,10,1195.67,523,4,1
27177,75,11,1595.65,1959,1,1
27178,13,13,1230.78,3199,2,1
27179,50,16,2628.65,1852,2,0
27180,82,8,858.39,3303,1,0
27181,61,11,2143.15,5,4,0
27182,55,6,621.27,2057,5,1
27183,81,13,1405.36,1707,1,0
27184,4,12,1470.2,2585,1,0
27185,79,12,2439.92,83,4,0
27186,20,12,2595.13,771,1,1
27187,51,6,828.92,2575,4,1
27188,17,8,868.4,2646,1,0
27189,110,17,1066.63,3562,1,1
27190,40,11,1383.43,246,4,0
27191,62,10,1617.37,420,5,0
27192,95,14,1907.0,539,1,1
27193,136,15,1009.57,2875,1,1
27194,80,10,1031.67,2893,3,0
27195,10,12,2159.99,3277,1,1
27196,116,8,1013.51,2440,2,1
27197,58,7,1185.11,9,5,0
27198,57,13,1592.62,2505,2,0
27199,153,10,1018.11,2154,4,0
27200,18,16,1172.43,1439,5,0
27201,17,14,1848.2,2548,3,0
27202,44,11,1823.84,2557,4,0
27203,84,9,1292.66,137,2,1
27204,36,5,773.11,2362,3,0
27205,61,15,1140.28,3577,3,0
27206,37,17,1937.22,2546,1,0
27207,57,7,1355.72,400,4,1
27208,104,16,1831.2,2833,2,0
27209,12,10,946.18,1289,2,1
27210,72,8,438.22,1313,3,0
27211,93,11,1635.08,1875,2,0
27212,36,11,1824.77,3299,1,1
27213,24,19,1767.81,771,4,0
27214,1,11,2310.8,418,5,0
27215,96,13,2190.58,3521,1,1
27216,24,6,985.28,2044,4,0
27217,27,11,1769.03,854,4,0
27218,25,11,262.53,1661,1,0
27219,42,12,1964.87,2991,1,0
27220,73,10,658.7,786,4,0
27221,89,8,1138.74,2059,5,1
27222,30,13,1312.36,1850,4,0
27223,66,8,270.41,2372,5,0
27224,77,16,2900.29,3099,5,0
27225,22,14,1829.11,212,1,0
27226,7,12,821.75,1223,1,0
27227,136,13,2549.19,559,4,1
27228,68,8,1163.81,1172,4,0
27229,63,10,441.24,3067,2,0
27230,4,10,1485.57,269,4,0
27231,103,9,777.0,3144,2,1
27232,51,14,1750.79,1008,4,0
27233,113,14,1060.69,883,5,1
27234,221,13,1811.85,3320,3,0
27235,189,12,1322.38,1699,3,0
27236,117,15,1788.07,1579,3,0
27237,1,15,2228.2,789,4,0
27238,131,13,1685.17,1912,3,1
27239,5,11,1344.36,2038,1,1
27240,115,10,1377.71,1163,4,1
27241,20,12,631.38,2949,5,0
27242,57,10,1161.07,323,1,0
27243,3,9,1084.59,2398,5,1
27244,89,10,1537.36,2642,4,0
27245,8,16,1619.06,573,1,0
27246,32,14,1781.86,3534,3,0
27247,103,7,889.39,203,3,0
27248,72,8,1617.24,1995,1,1
27249,1,9,1317.05,640,2,0
27250,31,11,943.84,938,1,0
27251,3,16,2523.4,1317,2,1
27252,68,14,1599.87,2836,3,0
27253,209,14,1935.54,1232,5,0
27254,64,9,742.14,3206,2,0
27255,16,13,1894.04,3467,3,0
27256,27,9,459.48,1152,1,0
27257,226,8,1253.91,88,5,1
27258,16,13,2005.64,2650,2,0
27259,50,9,730.45,2855,2,0
27260,31,12,2115.75,1640,4,1
27261,88,12,1126.18,1909,5,0
27262,122,9,747.98,1844,3,0
27263,26,8,35.02,2673,4,1
27264,65,12,1402.31,1988,3,1
27265,48,5,481.62,582,3,0
27266,20,10,1307.1,2852,1,0
27267,20,11,1384.94,2233,3,1
27268,47,12,1781.31,2154,1,0
27269,11,12,1785.26,1372,4,1
27270,100,16,1369.27,3454,5,0
27271,5,10,1116.94,60,3,0
27272,6,9,1003.34,2496,3,1
27273,26,14,1244.97,2040,2,0
27274,8,13,366.71,1735,3,0
27275,39,12,1772.98,3179,3,1
27276,31,12,1822.14,1124,1,0
27277,77,8,1133.79,2165,1,1
27278,184,11,1844.77,1667,1,1
27279,85,8,1038.95,752,1,0
27280,12,9,1542.21,2254,3,0
27281,165,7,813.55,1200,1,1
27282,30,12,2010.2,2000,3,1
27283,39,7,777.32,1631,4,0
27284,33,9,1468.46,3274,2,0
27285,20,16,2006.0,1955,5,1
27286,136,12,1822.33,1619,5,1
27287,25,7,555.33,643,4,0
27288,52,13,2457.32,234,1,0
27289,17,13,2516.82,3041,4,0
27290,96,7,780.98,478,1,1
27291,90,7,226.58,119,1,1
27292,22,6,666.95,2993,5,0
27293,69,11,150.13,3505,2,0
27294,74,14,1585.3,1763,2,0
27295,50,13,1680.27,1869,5,0
27296,56,11,1262.91,1647,4,0
27297,52,8,1053.45,2123,2,0
27298,6,10,517.33,2169,3,0
27299,67,11,1042.67,3433,5,0
27300,39,14,1510.09,3316,5,0
27301,35,10,1621.03,2027,5,1
27302,118,11,1620.97,2163,4,0
27303,2,18,3075.83,305,1,1
27304,18,12,1730.14,2878,5,0
27305,8,11,1039.21,120,5,0
27306,3,14,1563.7,998,2,0
27307,20,13,1253.78,2209,2,1
27308,268,11,1287.8,1710,2,1
27309,19,17,800.19,428,4,0
27310,66,11,1171.21,1348,4,0
27311,8,9,1089.88,1149,1,1
27312,56,9,1366.32,1227,3,1
27313,250,6,722.62,1097,4,0
27314,21,6,961.63,1428,1,0
27315,114,7,1179.19,3002,1,0
27316,362,7,1034.59,3297,5,0
27317,54,8,852.31,2942,4,0
27318,23,7,925.47,1466,4,0
27319,68,7,790.26,3164,2,0
27320,112,13,2412.71,1861,2,1
27321,12,9,1136.28,3115,3,0
27322,37,17,1975.16,3564,3,0
27323,24,11,1874.4,1702,1,0
27324,20,12,1115.67,1658,3,0
27325,119,9,1794.23,426,3,0
27326,33,6,981.21,256,5,1
27327,25,12,1578.2,3149,5,0
27328,56,10,1065.87,1131,3,1
27329,15,16,1946.96,3240,1,0
27330,16,13,1446.33,3392,5,1
27331,45,9,1526.88,3285,3,0
27332,32,8,679.14,3326,2,0
27333,21,11,1575.58,1613,3,0
27334,4,10,881.67,2077,2,0
27335,45,8,1371.85,913,1,1
27336,102,13,1820.23,557,2,1
27337,115,10,1392.58,1746,5,0
27338,17,12,1692.92,936,4,0
27339,55,14,1418.42,176,4,0
27340,117,10,1248.58,1935,5,0
27341,32,17,1729.41,1642,5,0
27342,162,9,836.57,3118,4,1
27343,140,8,1106.4,1930,4,0
27344,15,15,578.59,2065,1,1
27345,18,13,1067.5,2790,5,1
27346,12,9,1255.54,3242,3,1
27347,14,10,788.29,3337,1,1
27348,144,13,2023.75,1960,1,0
27349,161,9,955.26,1299,4,0
27350,4,12,1636.47,3179,3,1
27351,55,14,2164.22,2430,3,0
27352,50,8,693.79,1922,5,0
27353,30,9,818.38,2579,4,1
27354,60,10,528.55,486,5,1
27355,177,8,831.85,1911,3,0
27356,12,10,366.04,548,2,1
27357,8,7,310.75,513,1,0
27358,3,7,755.19,478,1,0
27359,28,12,1063.11,3528,4,1
27360,25,11,1259.08,2471,2,0
27361,34,11,962.73,3631,4,0
27362,42,14,1234.57,578,3,0
27363,86,9,1511.79,1143,4,0
27364,30,15,1249.61,1399,4,1
27365,25,10,1295.01,1724,3,1
27366,106,14,1635.46,49,3,0
27367,114,16,2019.31,2949,5,0
27368,16,11,837.12,894,1,0
27369,23,8,1007.66,2647,4,0
27370,105,13,1891.04,831,5,0
27371,5,12,203.72,1912,2,0
27372,24,9,782.82,3221,5,0
27373,36,11,897.82,2515,5,0
27374,13,10,715.79,3546,1,0
27375,12,10,733.29,2290,3,0
27376,34,7,1220.52,1373,2,0
27377,85,7,843.36,1943,1,1
27378,111,19,1245.95,286,1,1
27379,233,9,1187.13,1829,4,1
27380,5,12,2036.69,2100,5,0
27381,15,10,1059.43,541,4,0
27382,85,11,1320.65,2692,4,0
27383,47,10,1032.33,31,2,0
27384,24,8,924.27,2793,4,0
27385,14,10,1042.05,1951,4,1
27386,20,10,1292.23,1197,3,1
27387,34,6,592.74,138,2,1
27388,12,9,1276.64,1077,5,0
27389,200,7,1024.12,3220,1,0
27390,7,12,1523.76,111,3,0
27391,255,11,1288.76,2535,2,1
27392,111,13,780.83,1984,3,0
27393,34,7,1048.45,1297,4,1
27394,81,9,1077.17,2148,3,1
27395,67,10,1147.55,2403,4,0
27396,15,15,2500.8,1181,4,1
27397,25,10,1124.92,1156,3,0
27398,44,15,2871.88,1365,5,1
27399,61,6,596.45,2802,5,0
27400,47,8,787.75,3091,5,1
27401,39,8,1276.36,2484,1,0
27402,36,12,1484.85,3221,4,1
27403,42,13,1886.26,3235,3,0
27404,35,17,1762.69,3229,1,0
27405,47,8,761.92,1121,3,0
27406,132,11,2045.05,1309,3,0
27407,61,6,632.57,768,3,0
27408,77,17,2234.83,3451,1,0
27409,55,13,1984.93,2345,5,0
27410,62,10,844.26,3154,5,1
27411,52,11,1433.29,3408,5,0
27412,2,6,535.85,2897,4,0
27413,470,12,1854.83,853,2,1
27414,3,10,553.01,542,3,0
27415,31,14,2974.9,1548,3,0
27416,7,11,1484.1,1633,1,1
27417,7,13,1823.28,765,3,0
27418,95,9,760.31,2974,2,0
27419,34,10,1426.68,2137,2,0
27420,97,10,1028.55,698,4,0
27421,20,12,699.59,1703,1,1
27422,18,9,1361.21,542,1,0
27423,18,12,1348.38,1966,5,0
27424,58,6,298.94,1981,3,0
27425,102,7,1521.38,1020,5,0
27426,37,11,803.89,1460,3,0
27427,29,15,1826.67,868,2,0
27428,219,7,750.01,2617,3,1
27429,8,6,449.54,2670,2,1
27430,41,12,1586.76,847,4,1
27431,32,9,495.46,494,4,0
27432,7,12,1721.25,3187,3,0
27433,19,13,1248.85,624,2,0
27434,2,14,1071.3,937,1,0
27435,126,9,868.41,1557,2,1
27436,57,14,1671.64,1133,2,1
27437,102,13,1869.98,1853,1,1
27438,45,11,437.04,2648,1,1
27439,55,11,1308.11,3164,1,1
27440,73,10,580.61,2130,1,1
27441,144,21,145.14,1513,3,1
27442,6,7,1496.54,2530,4,0
27443,25,13,1542.09,3168,1,0
27444,75,14,1959.96,2812,3,0
27445,191,9,810.22,1983,4,0
27446,238,10,1078.27,1833,2,0
27447,61,7,716.67,3640,4,0
27448,13,11,1880.79,962,2,1
27449,8,10,1193.9,2361,5,0
27450,176,13,2189.5,1071,2,1
27451,35,5,318.9,47,5,0
27452,14,19,2513.27,568,2,0
27453,163,11,1297.77,138,3,1
27454,7,13,1809.88,2455,4,1
27455,79,8,632.37,2282,4,0
27456,59,16,1495.16,2382,4,0
27457,6,8,908.35,1863,5,0
27458,25,8,1061.14,3405,2,0
27459,10,12,1471.75,207,1,0
27460,56,10,1289.86,2952,4,0
27461,39,7,258.61,2961,4,1
27462,1,7,604.09,3545,3,0
27463,224,14,1014.81,2601,4,0
27464,26,19,2160.03,2531,4,0
27465,18,7,1236.84,125,5,0
27466,16,13,2398.36,1778,5,0
27467,11,7,646.43,176,4,0
27468,424,18,1802.9,476,5,1
27469,21,12,488.68,2556,4,0
27470,32,14,2387.94,3297,1,0
27471,124,7,703.8,324,3,1
27472,62,11,1530.38,466,2,0
27473,28,10,1447.53,3493,2,0
27474,138,13,1394.86,3486,5,0
27475,84,16,1468.69,954,2,1
27476,16,9,1186.47,2835,2,0
27477,62,11,1406.67,3572,1,0
27478,154,11,1593.09,3213,1,0
27479,42,12,884.96,2734,5,1
27480,80,10,1539.83,2267,1,0
27481,213,12,1360.91,2097,4,0
27482,71,9,883.73,1874,1,1
27483,7,8,578.37,1838,2,0
27484,17,10,861.77,3418,3,0
27485,55,12,511.11,464,1,0
27486,20,15,2419.26,3236,1,0
27487,190,13,1737.26,479,3,1
27488,32,11,1685.03,2011,2,0
27489,37,12,1642.26,1261,1,1
27490,73,13,1613.49,1730,3,0
27491,45,8,1139.57,1383,3,1
27492,29,10,1625.85,1825,3,0
27493,5,11,2575.01,2562,5,0
27494,55,16,1730.91,1646,3,0
27495,122,4,409.54,3119,1,0
27496,70,13,1218.43,535,3,0
27497,29,8,1081.34,856,4,0
27498,9,13,2073.1,1731,5,0
27499,102,13,2020.71,646,2,1
27500,171,10,340.37,1087,4,0
27501,30,7,703.85,145,5,0
27502,79,12,1234.33,2986,4,0
27503,32,8,1273.98,2072,1,1
27504,42,13,1372.12,50,5,1
27505,109,12,1888.97,335,1,1
27506,6,10,1958.17,1396,3,1
27507,46,14,1750.67,1099,4,1
27508,15,9,734.73,1988,1,0
27509,25,13,586.95,3477,2,1
27510,63,12,1942.14,1622,4,1
27511,2,13,1624.76,3532,4,1
27512,55,6,564.44,820,2,0
27513,20,6,1223.37,3116,5,0
27514,67,7,1189.7,3155,2,1
27515,10,10,1491.5,1108,3,0
27516,80,13,984.63,2036,3,0
27517,63,17,1751.73,42,2,0
27518,213,15,326.94,1970,2,1
27519,146,10,1394.65,1760,4,0
27520,20,9,1354.42,2422,5,0
27521,2,13,1758.04,2845,1,0
27522,64,11,1849.11,21,1,1
27523,56,16,2158.13,2441,5,1
27524,2,13,1496.98,2576,5,0
27525,8,11,1854.8,303,4,0
27526,53,7,826.66,835,1,1
27527,146,5,650.46,1597,2,1
27528,143,11,1460.67,1227,3,0
27529,10,8,1262.04,1680,4,0
27530,30,11,1548.41,133,4,0
27531,3,8,1146.6,3299,4,0
27532,39,9,207.56,2224,1,1
27533,84,7,644.59,1357,4,0
27534,94,13,780.99,1764,5,0
27535,42,16,2906.1,3087,1,0
27536,7,9,665.65,2019,4,0
27537,29,15,1477.28,45,3,0
27538,162,17,3527.45,2195,4,0
27539,16,9,1177.09,201,4,0
27540,24,9,1807.41,3460,1,0
27541,83,8,745.29,3473,4,1
27542,80,9,269.43,2732,4,0
27543,146,13,2194.37,2254,4,0
27544,30,8,1084.18,1078,5,0
27545,44,10,1048.56,3603,2,0
27546,38,9,745.76,3282,2,1
27547,158,19,2911.85,1427,1,0
27548,89,15,1636.56,2302,1,1
27549,107,12,1656.54,2149,4,0
27550,9,7,790.98,3537,4,0
27551,95,9,948.98,677,5,0
27552,35,14,1969.35,1810,3,0
27553,2,6,1040.58,1938,4,0
27554,4,10,1609.29,2741,2,0
27555,68,8,703.48,1597,5,0
27556,28,9,511.58,1732,3,0
27557,122,9,1147.12,1300,4,1
27558,80,9,395.96,497,1,1
27559,2,14,1730.43,3559,5,0
27560,70,8,930.36,3479,3,0
27561,13,11,1664.81,398,5,0
27562,33,11,1523.72,1939,3,1
27563,59,6,825.46,1618,3,0
27564,124,12,1597.85,356,2,1
27565,37,12,1314.03,647,5,0
27566,100,10,1236.89,1358,3,0
27567,92,9,1268.94,3091,4,0
27568,33,11,1390.89,545,5,0
27569,42,9,937.81,1618,1,1
27570,73,9,1346.58,169,2,0
27571,2,7,954.07,3319,1,0
27572,133,11,1214.89,1947,5,0
27573,89,13,1265.65,3595,5,0
27574,18,9,898.04,352,1,1
27575,239,15,1256.92,3271,1,1
27576,12,7,756.41,156,2,0
27577,148,13,1875.9,2153,1,0
27578,24,7,311.76,1161,4,0
27579,87,10,1006.91,308,2,0
27580,37,21,862.02,1013,3,0
27581,81,14,1173.24,297,1,1
27582,11,10,1180.76,3628,1,0
27583,19,12,1879.72,104,5,0
27584,7,14,1985.48,2811,1,0
27585,121,5,113.34,1992,1,1
27586,22,7,1046.29,2435,5,0
27587,72,6,96.97,413,4,0
27588,103,10,936.57,1461,5,0
27589,140,19,1577.48,1190,1,0
27590,7,12,1011.81,1098,5,0
27591,135,14,1817.85,691,5,1
27592,14,14,2011.06,2896,1,0
27593,81,9,1403.26,224,3,0
27594,79,13,2642.84,1968,1,0
27595,1,17,1841.53,729,2,0
27596,15,15,608.39,2213,1,0
27597,41,11,628.55,2024,1,1
27598,33,10,1295.34,3009,3,0
27599,151,9,1311.14,2544,4,0
27600,27,15,2186.96,1904,4,0
27601,166,11,541.45,1687,5,1
27602,37,13,1166.82,1767,1,1
27603,201,11,1655.91,885,2,0
27604,81,14,2877.94,53,5,0
27605,107,13,1873.47,813,5,0
27606,7,10,790.49,473,3,0
27607,53,16,903.95,235,4,0
27608,10,7,805.2,27,2,0
27609,22,14,1253.93,2431,1,0
27610,59,9,1698.76,3144,3,0
27611,78,8,1429.93,2551,1,1
27612,3,19,2681.63,1695,1,0
27613,46,15,1235.73,825,5,0
27614,50,10,1261.68,3630,2,0
27615,5,5,524.05,2204,3,0
27616,42,12,1201.15,589,2,0
27617,76,10,1978.41,3,4,0
27618,4,12,1122.1,423,4,0
27619,86,9,183.7,1989,4,0
27620,52,3,84.98,2520,5,0
27621,108,19,2916.38,3018,2,0
27622,15,7,713.87,2814,2,1
27623,108,12,1615.26,130,4,0
27624,6,5,350.12,2140,3,0
27625,32,5,698.61,2743,3,1
27626,14,13,387.24,331,5,0
27627,126,9,791.56,2012,2,0
27628,74,12,1505.4,2123,3,0
27629,2,10,1354.73,1890,5,0
27630,1,12,606.12,717,2,0
27631,21,8,1501.12,3612,2,1
27632,10,7,920.87,2426,4,0
27633,60,11,1294.91,2840,3,1
27634,66,10,946.06,231,1,0
27635,171,10,647.52,3445,1,0
